,comment,title,rating
569,A beautiful and historic avenue lined with many historic monuments to people and events in Mexico's history and wonderful art.  don't miss all the monuments as you drive by our hotel was near the monument to the revolution dome.  Angel of Independence was incredible.  lots...,What a beautiful and historic avenue.,50
570,"The hotel was very clean, inviting, and accommodating! The staff was very helpful at all hours of the day and night. The food and location of the hotel were great as well. We stayed for six nights and loved it!",Mexico City for Wedding,50
571,What a lovely thoroughfare.  Our hotel was on this and we chose it because it is centrally located and were not disappointed.,Paris in Mexico City,30
572,Reforma is one of the most beautiful street in CDMX. If you are lucky enough and in spring you will find it full of Jacarandas (is a purple flower). Also this street takes you to the most iconic monument in the city the angel de...,Must street you have to see while visiting CDMX,50
573,"I would recommend to take the tour bus and hop on and hop off! It is amazing to see the many monuments, full of life and history. Get energised and do it with daylight and in the evening before enjoying a Mexican meal and drink....",Among the best in the world,50
574,A definite must when in Mexico City. Beautiful streets with gorgeous roundabouts.  Recommend walking from the north to Chapultepec Park. Many sights and different types of architecture.  A must stop is the Angel of the Independence round point. Absolutely breathtaking!!,Iconic Boulevard!!!,50
575,"I always look up at the angel everytime I pass by Reforma. It looks good during the daytime, and they light her up at night.","Night and Day, still a great photo op",40
576,I went there on Sunday for sight-seeing. This was my first visit to Mexico. I was overwhelmed to see such clean and broad road and in middle of that the Statue of Independence. The road is very nice with many skyscrapers. There are lots of...,Very Nice!!!,50
577,A large and beautiful statue dead centre in the Main Street in Mexico City. A great place to grab a selfie. The street is very busy. Very beautiful at night.,Great Place for Photo Opp,50
578,"Paseo de la Reforma is probably one of the prettiest streets in the world. I have to say I am a bit imparcial, since I am Mexican, but I really love walking through reforma (every day I may add). You have great coffee spots (Maison...",Love this street,50
579,"This is a wonderful avenue for walking and enjoying, on the one hand old Mexico, museums, the Chapultepec castle, and now all of new and modern Mexico, very modern and beautiful towers, the street has 300 year old trees, one can walk all the way...",Worlds best avenue,50
580,"Muy god there is nothing better in this City than take a Walk over Reforma. The combination with the french antique french and the modern buildings aré amazing. You can enjoy the trees, people, sit and enjoy everything that you can se on this avenue....",The champs Elysees in México!,50
581,"The buildings here are awesome, the Angel de la independencia is amazing and there are other roundpoints here with nice sculptures.",Nice street with cool sculptures!,40
582,"Sundays are great to have a walk in this iconic part of Mexico City as the cars are banned from the area. You can go by bike or by walk. Full of history, shops, monuments and nice coffee shops.",Sunday walk,50
583,"It's closed to cars until noon and it's a wonderful parade of locals enjoying their bikes, roller blades, skateboards, and dog walking.   One of the world's grand avenues without a doubt.   Nothing in the U.S. Like it.",Walk it Sunday morning,50
584,The Paseo de La Reforma in Mexico City is the main thoroughfare of The capital. Built by Emperor Maximilian in the 19th century it was conceived as his version of the Ring-Strasse in Vienna. It is a boulevard in the grand European tradition and along...,Paseo de la Reforma ,50
585,"Reforma it's Mexico city financial district heart , nice for walking around and some shopping and seeing the people going busy to their meetings .
Worth a walk",Nice for a walk,30
586,"It is so beautiful and ""busy"". You still feel the big city spirit with a lot of traditions to enjoy.",Stunning,50
587,"This column is located in the heart of a very improtant avenue on the city, its inavoudalbe if you have been in Berlin to wonder about the relation between the golden statue on the top of it. I hear that if your lucky tou can...",The icon of this city,50
588,"Reforma is the Champs Elises and 5th Avenue in one for Mexico City, the Angel is one of the monuments you will see when you walk, bike or drive on Reforma.  It is a great place to walk and understand a little more of Mexico...",The backbone of the city,50
589,"I love this view. And loved the fact that you can walk and is safe and pretty like no where else! 
My daughters love the Angel",Excelent,50
590,"This place is green, clean and enjoyable. You can walk across the streets and even take bicycle to enjoy the surroundings.

Having a picture with Angel of Independence is a must in both day and night (in night they lit this in Mexican colors).

Must...",Soothing and enjoyable,40
591,"I come on a regular basis on business and this is the place to be. It is central and the street life is really cool and safe. Great restaurants, street art, coffee shops ... Etc ... You name it... And it has it.",Noisy but in the heart of the action,50
592,We stayed a block from the Statue and Mexico and it made for an awesome beacon. Mexico being so huge we were constantly lost and every time we would see the statue we new where to go. The color of the floodlights on the statue...,Heart of Mexico,40
593,"By day - with the upscale shops and places to eat, and by night - by car to see the lovely views - this is the ""5th Avenue"" of Mexico City, and well worth the time. Walking around, even by myself, I was quite happy...","Great new buildings, wonderful square to walk around - great shops!",50
594,"Paseo de la Reforma, one of the widest avenues in the world. Beautiful monuments and a great area to walk safe.",Mexico City,50
595,"This is the main drag of the city with hotels and other sky rise in the area.  One can rent bicycles for an unusual tour of the city!  Visit the 222 mall if you are all ""Mexicoed"" out and feel like you are back in...",The Mexico City Symbol,50
596,Interesting and beautiful at night (average looking during the day) but this takes 10 minutes to do....20 if you go around 2x.,"Interesting, but now what to do.",30
597,"The monuments to Diana, Quetzalcoatl, the Angel are amazing.  It is better to be able to park, walk and take photographs...",Greatly Beautiful Monuments,40
598,"A lovely way to spend a Sunday morning, everyone out with the family, walking cycling, skating, the police control the traffic and you feel safe and hopefully happy.",Nice Family Sunday,40
599,"Starting at the ""Estela de Luz"" tower located in Reforma and Lieja, northeast on Reforma, you find from famous restaurants (La Lanterna, Mikado, Andersons, Sanborns, Champs Elysees, the most common), The Embassies of Japan, United States, Colombia, Banking Headquarters, and, several Airline ticketing offices (American,...","From the ""Estela de Luz"" (Practicly a Joke), to San Judas Tadeo Chrch, nice & long walk",40
600,I loved Reforma! it's a long avenue full of trees in the residency area and very interesting buildings in the commercial area.  El Angel monument is one of the main attractions but it was my favorite attraction.,El Angel and more,50
601,"The Paseo de la Reforma was modeled according to the main avenue in Paris France, as the french emperor ruled
mexico as an emperor  of Mexico in the mid 1800¨s and is the main artery of traffic to east and west of Mexico City. On...","Paseo de la Reforma, romantic stroll in the evening",40
602,"The Angel became my center/focal/main point in the City for me, I loved it. I plan to get my first tattoo of the Angel.",El Angel,50
603,"it is one of the main arteries of the town, connecting the North to the center, but the area between the monument to Columbus to the Chapultepec park is a beautiful area to walk, and to enjoy, and on Sundays, the traffic is diverted to...",Beautiful Avenue.....,40
604,elegant statue in the city of Mexico. for us it was a bit of a spot as our hotel was near by but really enjoy going there for the party during new years eve!,a must see,40
605,A site to see from far away or up close. Beautiful gold on the top. Benches along the way to sit and admire the beauty.,Beautiful landmark ,50
606,We walked along this street because our hotel was on it. The fountain and monument are really pretty and anything you need to know about them can be found on Wikipedia. You can go inside the Angel of Independence but I was much to claustrophobic...,Worth going if you're close by,40
607,"In the beautifully tree-lined avenues in Mexico City, landmarks abound. The Paseo de la Reforma is one, where the gold-leaf statue gracefully rises above the traffic smog.",An attractive landmark in Mexico,40
608,"It's great for a stroll anytime of day or night.  The Angel of Independence is stunning, and overall the paseo is quite romantic.",No less than world class,50
609,One of the many grand avenues Mexico city has to offer. Paseo de la reforma has a special magic to it that one must experience even if for just a few blocks along the way. Nice spot during the day to people watch. See and...,Grand avenue,40
610,"In Paseo de la Reforma you can enjoy it just on Sunday, all the rest of the week is crowded with a lot of cars and people. The buildings are ok but not an attraction I would recommend.",Good  just on Sunday ,20
611,"Reforma is like the ""Wall street "" of Mexico City. A lot of big Buildings wiht Offices and different companies like Banks, Business and all this stuff. With a lot of bars and Restaurants to spend the night. Another Highlight is the sunday morning, here...",Nightlife or Sunday morning walk,50
612,I really enjoy each part of this trip that can be my 10th time here but each one special more than other. A lot of culture in this city. Recommended walk around.,Incredible area,50
613,"It is one of western civilizations most iconic figures, signaling freedom and independence from oppression. Ignore the traffic and do a drive around, or even better, get out and walk towards it from one of the parks on its borders.",Must see in spite of the traffic,50
614,"One of the most famous monuments of the paseo is the Angel of Independence.
This Avenue takes you from downtown area all the way to Chapultepec Park.
we really enjoyed the Zona Rosa near our hotel the Sheraton Maria Isabel.",Wide Avenue that runs across Mexico city,50
615,"Would try the double decker tour bus and not walk around alone at night.
Reforma is a wide major road with great statues. Crosses all the top hotels ..four seasons ...st regis....always traffic jams ?",Nice walk at night,50
616,"Paseo de la Reforma is a wide avenue that originally ran from the Chapultepec Woods to the Alameda Park in the historic center zone. The avenue is wide with several monuments , fountains and statues. The most renown of them is the golden  ""Independence Angel""...",Very interesting,40
617,Very busy all the time but it is part of the visit forvthe famous locations of Mexico city. Dont forget to take a picture of the angel.,Famous location,40
618,"Walking down Reforma Avenue is an integral part of any visit to Mexico City. A Historical street that recently has reemerged as an upcoming financial downtown. In Reforma you can see the historical monuments as well as the newest trend in urbanism, the live/work/play all...",Essential part of any Mexico City visit,50
619,"Centrally located, near all major museums and touristic venues, besides good restaurants and places to get around.
Lots of Mexicans and expats running their business, working out or even relaxing on weekends.",Nice place to visit,50
620,"Lots of people having small talk, picnics and running.
Special place for you to try being more friendly with locals, or finding someone to guide you around the city.
Near almost all important museums in city",Lots of beautiful people,40
621,"Found it really enjoyable to walk along la Reforma despite all the cars and hustle and bustle. The park areas have been set up nicely and are wide, with lots of trees.",Enjoyable walk despite being a main avenue,50
622,We strolled along the street and took in the sights. The angel of independence is not to be missed. Just be careful crossing the roundabout!!,A nice walk! ,50
623,"Great to see.....full of busling people day and night.  Lots of stores, office, restaurants, etc.  The heart of the business world and high end hotels.",Full of people,50
624,"Paseo de la Reforma is new main street of Mexico City, stretching from the old center through the business district(s) to the suburbs. I will talk about the main part (from the old city to Chapultepec), which is what most tourists would probably consider visiting....",Really Long Street with Nothing Interesting,20
625,"At night this part of the city is really beautiful.
The only problem is the huge traffic during the day.
On the weekends it's a good option to walk and ride a bicycle.",Amazing,40
626,"You must visit this statue, is one of the most emblematic on Mexico City, the "" Angel of independence ""     All the Mexicans get tougher every time our Mexico teams wons.
You can be here, take pictures , and enjoy,  ANIMOO","MUST VISIT ""EL ANGEL""",50
627,"Beautiful street with the famous Diana the Huntress fountain and other structures. Ringed with high rises and up-scale restaurants/shops. We prefer the food in the Zocalo, but the walk here is amazing. Very romantic and very safe.",Amazing walk/drive,50
628,"The financial center of Mexico City - high rises and palm trees down the center of the divided street. 

There are really interesting benches down the center done by different artists. Walk down the middle for a very enjoyable experience. You can catch the on/off...",Gorgeous Street,50
629,"On the main drag in the city this statue stands out.  Enjoyed this area during my visit in August.  Crossing the street there is rather precarious, however.",Beautiful,50
630,"Just sitting down watching people go by or walking along with them, dining, dancing, etc.  People are just great, warm and supportive.",A gorgeous avenue!,50
631,"Free bikes here leave your passport and get one. They are a great way to get around and it was fun to get off the beaten path and see the inside of this area. Lots of shops, restaurants and business center wall street like stuff...",Site for protests,50
632,"Oh boy,. Going to Angel de la Independencia was fun, we have to run and challenge the cars to get thru Angel! We enjoy Paseo de la Reforma on a bike, we sightseeing La Diana and Angel de la independencia. We rent (free) the bike...",If you're a runner RUN!!,40
633,Loved the Paseo De La Reforma! Beautiful walk with many places to stop and have a quick shop. Will definitely be back soon!,I LOVED the Angel,50
634,"If you want to prove that Mexico city is a sophisticated and modern metropolis then the reforma is a great example. Spaciious and lined with interesting public spaces, modern architecture and interesting monuments.",Beautiful and modern,50
635,Our hotel was on Paseo de la Reforma. Really nice place to walk around with many sculptures and architecturally designed buildings to look at.,Beautiful area! ,50
636,This is cool but I would not go out of your way to see it.  I passed it when I was walking to the arc museum from my hotel.,Cool but,30
637,Angel of Independence is probably one of the most recognizable landmarks from Mexico City but that's about it and there is literally nothing else near it. To get up close to the column you have to dodge traffic in a giant turnabout and once you...,Great picture spot but avoid it,20
638,"We were lucky to have stayed at a hotel overlooking Paseo de la Reforma. This road is lined on both sides by beautiful trees and there are several beautiful sculptures along the road. On Sundays, the road is closed and people run, walk, jog and...",Wonderful walk along a tree lined road,50
639,"This is the main Avenue in Mexico City, try to get a hotel in this Avenue everything, this way you won't have to drive too much. The bad thing is taxi drivers take advantage of tourist. All main attraction are in Reforma, have fun but...",Main Avenue in Mexico City,50
640,"What a place to arrive after walking for almost 40 min. We were not aware of the distance , kept on walking to this monument got tired but kept on until we reached this place. it was a sunday and there were lot of activities...",Golden angel of Mexico,50
641,Enjoyed a night out and about in town. Nice for walking and specially enjoyed the monument that seems to change color every night.,Nice for walking ,50
642,it's a nice monument standing on an island in the middle of the intersection. I think you are supposed to ask for a permit if you wanna get to the top. Crossing the street without a traffic controller is very tricky here so be careful.,A nice monument,40
643,We traveled on the Hop on Hop off Bus along Paseo de la Reforma. The bus is the best and safest way to see the famous sites. The street is very busy therefore it is difficult to cross the road to go into some of...,View from the Bus,40
644,A central monument - right across the Sheraton Hotel - stands out - observe the angel very closely thru a telephoto if you can. The blue color at night also gives it a different look and makes it very picturesque.,Fine monument - bathed in blue at night,40
645,"Take a stroll for a mile or more up and down Reforma. Great sights, statues, fountains, gardens and life. A busy and active area populated with luxury hotels, office buildings, restaurants and shopping. A good activity for a full or half day. Walk, shop, eat...",A superior walk,50
646,This is a great attraction so make sure you visit! You can take some lovely photos from the steps. Not a long walk from hotels which are situated on the reforma. Lovely places nearby to eat and shop! A must in Mexico!,Very pretty!,50
647,"Just one cashier open to sell tickets, so line was long.
Discovered later they also sell by internet, but havent seen ads on it.",nice but line is big,40
648,"Loved it.  Coffee shops to visit, people watching and beautiful views. Definitely worth a visit. I recommend stopping by Cielito Querido cafe, for a change, instead of the usual Starbucks in USA.",Beautiful!,40
649,We walked up and down this area several times to various other sights.  It has a wonderful mixture of really old buildings with lots of history to very high glass panelled buildings and really the two contrasting architectures compliment each other. We felt very safe...,"Very interesting street, lots of wonderful buildings",40
650,A very wide boulevard which is partially closed on a Sunday to enable cyclists to enjoy the roads without the mad drivers.,Great on a Sunday! ,40
651,"The monument is unique and it was decorated on the occasion of Papa Francis visit in Feb 2016.

A good place to have some awesome clicks",Uber cool place to be in Mexico City,50
652,"Lots of kissing. Beautiful stroll in an area of town that should be walked through, not just driven through.",For lovers,50
653,"The most importatnt Street in Mexico City, it practically extends from dowtown Mexico City to the most exclusive residential área, Lomas de Chapultepec. Paseo de la Reforma has it all, monuments; the best restaurants; hotels; the U.S. Embassy and the Anthropology Museum among others. A...",The Mexican Champs Elysees,50
654,"El paseo de la reforma is one of the main streets in Mexico City. It reminded me to el paseo de la castellana in Madrid because of its similar structure.

I walked el paseo from zona rosa to the tall buildings close to Castillo de...",A worth walk around el paseo,50
655,"Built by Maximilian to facilitate his commute from his home in Chapultepec Park to the city center governing locales, this is the most attractive area to traverse.",Lovely boulevard,40
656,"I loved seeing this angel guide my daily activities in the city..great neighborhood, easily accessible to everything including the American Embassy",Walked passed here daily,50
657,"A great city, I'm going back! I felt safe, and went out walking a lot, but I did take taxis to go to the places like the old city and the zoo due to the distance. The zoo is definitely worth an afternoon.","Crowded and exciting, but somehow laid back.",50
658,History writes about this masterpiece. Looking over the people of Mexico City it attracts occasion and visitors worldwide,A vision in the city,50
659,"One of the widest avenues in the world. Full of impressive buildings and statuary. Be sure to see it. If you have not been in Mexico City for 20 or so years, you will be amazed at the skyscrapers.","Mexico City's ""Champs Elysées""",50
660,"During my time in the city, we went to Paseo de la Reforma on a Sunday! the municipality closed the street in order to facilitate the space to the people! you see bikes everywhere, families and runners! Excellent place to be on a Sunday morning!",Excellent time on Sundays!,50
661,"We stayed about a block off of Paseo de la Reforma so I was able to explore quite a bit. The number of monuments and statues is incredible. Add to that the shops and people watching, and you could be entertained for hours if not...",So much to see,40
662,"From 5 star hotels, shopping centres, restaurants and nice walks this long tree lined street has plenty to keep one occupied.",Grand Boulevard with lots to do,40
663,"Main avenue, big, fancy, trendy, lots of interesting architecture (both old and modern), restaurants, shopping and hotels. Perfect for a bike stroll on Sundays when the avenue is closed to cars.",Stunning,50
664,"We rode on the ""hop on hop off"" bus on the very top and we circled around the statue.  Very beautiful.",Beautiful monument,40
665,"I enjoyed walking this avenue, it shows the character of the city and displays the huge variety of the city inhabitants.",Long nice walk,40
666,I didn't know that this is an actual tomb. You can in it and walk inside at the bottom of the angel. I thought it was kind of cool.,Busy Traffic,50
667,Take a stroll down reforms avenue. Make sure you do it during the day hours otherwise you might find yourself in a pickle. This avenue has a lot to offer,Nice for a stroll ,40
668,This is a wonderful statue on a very nice road that goes through the heart of Mexico City.  Anyone that travels here will be impressed... guaranteed!!,Great place in the heart of Mexico City!,40
669,"A long artery of a road lined by the castle, several fountains, the Angel, and brings you direct t to the old town.  Several very swanky hotels line the route and it is best admired via the hop on hop off bus, and the English...",Super avenue,40
670,"We took a tourist bus ride that explained the monuments, sculptures, and significant buildings along this avenue.  It's quite beautiful especially wiith the purple flowered jacaronda trees in bloom.  The stretch from the Zocola to Chapultapec Park is closed to traffic on Sunday mornings to...",Bike it on Sunday Morning,40
671,"The best way to see Paseo de la Reforma by sitting in the top of bus. The English explaination of the sights, buildings and monuments is vey good.  Sitting in the top of the bus gives you a great way to take pictures.

Gives first...",Take the Turi bus or the hop on hop off bus,50
672,"A major artery of the city, lined for several miles with highrise office buildings and apartments. It is basically the business center of the city, lots of coffee shops and restaurants on the street level. Crowded with traffic and pretty noisy.  Pleasant enough to walk...",A skyscraper line avenue,30
673,This is just a huge road with tall skyscrapers that reminds me of Beijing. Thre are a fee monuments and other chains around. The flowers along the Avenue are pretty and the entrance onto Chapultapec Park is impressive as you can see all the way...,Reminds me of Beijing,30
674,"We chose our hotel based on its proximity to this wonderful boulevard. Even the ""Jersey barriers"" are artistic and filled with flowers. There is so much life, beauty, history and marvelous architecture on this wonderful Paseo. Of course, for me, the highlight was the West(?)...",The heart of Mexico . .,50
675,Reforma is a great place to walk around and take in tour buses are available as this is a very large city.,Reforma is a wonderful area great to just walk around and sight see.,50
676,The angel of independence all shiny and gold on this Avenue is breathtaking. The tiny insides of the monument are open and free. Take a moment to sit on its steps and watch the cars zip by.,Wow,40
677,Nice area. Many shops and restaurants nearby. Architecture is beautiful. Gay area is only a few blocks away.,Great area,50
678,"The independence column is in the most beautiful avenue in the city. Around this there are fancy restaurants and bars, shopping stores, at any time you can have a good time and a lot of things to see and do. You can even rent a...",Mexico City sylbols,50
679,"I personally didn't like this huge avenue too much as I found it too busy and crowded at all times (not mentioning the traffic), but it is certainly a characteristic area of the city. A walk from Zocalo to Chapultepec Castle can be worthwhile.",Very crowded and busy,30
680,This is a must if you visit mexico city! Paseo de la reforma was build by emperor Maximiliano and his wife Carlota! It was intended to look like Champs Elyses in paris! It has beautiful fountains and monuments! Great to have a walk from the...,Paseo de la Reforma,50
681,"some shopping can be done as well, safe and easy to get around, lots of parks to rest and take in the scene.",Great places to eat in the vicinity,50
682,"The angel of independence is gorgeous not anything less. Whatever you do in Mexico City, you'll probably pass by it since its in the middle of a very passing road. You'll probably see quinceanera taking their pictures with colourful princess dresses :)",Lovely! ,40
683,"We walked from Estela de Luz at the east end of Chapaultepec Park to Avienda Juarez and Alameda Park (4 km in 60 minutes but we took 120) on a Saturday morning to take in the lovely fountains, statues, momuments and new and old architecture...",A Grand Avenue,40
684,"Reviews of the Paseo de la Reforma range from ""It's just a street"" to ""Don't miss it!"".  The reality is, yes - it is just a street.  But one section is a street lined with well lit, well landscaped walking paths, surrounded by hotels and...",Beautiful At Night,40
685,"We hadn't been to Mexico City in about 20 years, and we're terribly disappointed by how awful the Reforma and Zona Rosa have become. It's nothing but the tackiest of American chains. If you have business in one of the high-rises along the Reforma stay...",Has Gone Horribly Downhill,10
686,"This is a great avenue to visit is in the heart of Mexico City , they have an art fair on the sidewalk so you  can enjoy the stroll and do your shopping at the same time. Very vibrant and full of culture a lot...",Spectacular,50
687,"If you have time to kill, go for a walk. It's historical and modern.
Sundays might be the best time to go, since the roads are closed to cars, and sometimes there are markets on the street. That makes it nice.
There are also a...",It's an avenue,30
688,A great walk and a good way to get the feel and pulse of the city.  We walked it from Chapultepec Park to the Zocalo and really enjoyed the experience.,A great walk,50
689,"An important part of the city as it is the place of celebration, protest and pride in Mexican history",Grand and Impressive,40
690,"On our first day in Mexico City, we decided that catching the Turibus Red Route at the Reforma 222 Mall and doing the full Reforma loop was a good idea to get oriented.  Reforma may be the most dynamic of all Mexico City boulevards and...",We Did the Turibus Red Route,50
691,Paseo de la Reforma is not particularly beautiful but it comes alive on Sundays when everyone seems to mount their bikes or go for a stroll. Great people (and dog) watching....,"Busy, but fun on a Sunday when the road is closed (mostly) to cars and open to bikes",30
692,I was very lucky to arrive in Mexico in a Saturday evening and when I went for a run on Sunday morning found the place closed for the traffic due to a race that was going on. I had the opportunity to run the Paseo...,Lucky me,40
693,"Anchored by Chapultapect Park at one end, lined with trees, accented with interesting monuments and a variety of interesting architecture, Paseo de la Reforma is a great place for a stroll.  If you walk up the Avenue from the park try picking up a bike...",Perfect for a weekend promenade.,40
694,"In the daylight (sun filtered smog is the best you can do in MExico City) this monument is impressive; at night lit in purple it is awesome!  Photo, photo time.",Nice...by Day And Noches,50
695,This is for the person who loves to see the city.  Take a walk starting way down at one end and walk all the way to the Angel.  Many street vendors and things to see along the way.,Great street to walk,50
696,"Big, busy and beautiful!
Everything here is full of history architecture and traffic jams!
Be prepared to walk because cars get stuck!",Historical and modern,50
697,"I think this avenue is the most beautiful in México City.  You can walk or ride a bicycle. On Sundays People go There with their families and pets,  There are no cars,  they are not allowed to enter  downtown so no traffic jams.  This is...",Definitely take a walk here! ,50
698,"In a few minutes you get to see Mexico City tallest buildings, El Angel and La Diana, and you can decide if you go to chapultepec or spend more time in Paseo where you can find great food options.",One of the most important scenic streets of CDMX,50
699,"This avenue was made by Mexicans only Emperor, Maximilian I of Mexico. 

He wanted to replicate the Champs Elysee from his Castle in Chapultepec to the citys center. 

On Sundays they close the avenue for bicycles and is somthing you should consider,",Americas Champs Elysee,50
700,"We have stayed in this area three times and love it. It is close to restaurants.nice walks in the neighbourhood and to the parcs. There are many activities over the weekend,Bike rides, Marathons.  Then the main road is closed for trafficNear the statue are often...",Love the area.,50
701,"this road is full of stuff to see, do, eat and drink. the story behind it is pretty great as well- be sure to look it up. on Sunday the road is closed so running, biking, roller blading, etc. is the best way to take...",great -- especially on Sunday,40
702,"Traffic in Paseo de la Reforma is a nightmare, so consider using public transport or a cab. In this stretch of Reforma, there is nothing to see but office buildings, some hotels, etc. and ""El Angel"", which is beautiful, and if you're lucky, it is...",Meh...,30
703,One of the most beautiful avenues in the world. Nice to walk either on their ridges or on sidewalks. Along the Paseo there are small art exhibitions. Excellent for walking with your partner or alone.,Excellent to walk. ,50
704,It's worth seeing given its grandeur and meaning. However it is in the middle of the road and not much more than what you see in the pictures. However walking along the promenade on the main road is fun on a sunny day.,Beautiful and Important statue,40
705,This was a great stroll. Check out the park. The museum is right near by. It is nice and shady around here. The people watching can't be beat!,Great walk,50
706,This great avenue was created when Mexico had an Emperor ( Maximillian) who lived in Chapultepec Castle ( another must) and needed a grand avenue to get from his job at the Zocalo to his home at the castle. His wife ( Carlota) would observe...,Mexico's Champs Elissee,50
707,"Headed back to Condesa, where I was staying, my Uber driver drove through Paseo de la Reforma as the sun was setting. What eye candy. I was in awe and felt like I was feeling the pulse of CDMX for the first time truly just...",Visual Ecstasy: The CDMX Experience,50
708,"It is said that Reforma is the second most amazing avenue in the world. It is Basically divided into 2 areas. The residential area which crosses all of Lomas. You will find lots of beautiful neighbourhoods with comercial centers close by, restaurants, etc. After you...",The second mosy beautiful avenue in the World,40
709,The best attraction of this area is Lots of monuments. There are all brand hotels in this area for stay and comfort.,"Happening area of Mexico city. Lots of luxary hotels, lots of Monuments",40
710,"We ""saw"" the Reforma from taxis coming to and from the Anthropologica Museum. Expensive hotels, bit apartment buildings. That's it.",Upmarket Mexico City,40
711,"You can visit independancestors square via hop on hop off bus.
That's the best way to see mexico city.",Hop on hop off bus,50
712,This is the heart of modern Mexico City with an astonishing array of modern towers. Some of the most creative architecture with great shopping centers and the beautiful avenue lined with trees and monuments.,Unforgetable Turibus ride down the Paseo,40
713,I left the Museum of Modern Art in Chapultepec Park not long before it closed at 5:30 pm and walked slowly along Reforma. This time of year (mid-February) the sun was low enough in the sky that I got to the Angel fountain just as...,Stroll before sunset,50
714,"A bit disappointing, but a nice walk to get there. There are many beautiful cafe's and other stops for brunch or lunch.",Not much to see here. A general picture or 2.,30
715,"I have lived there for the last three months now and I really like that avenue. They close it on Sundays for people to cycle, run or dance :)
The avenue is beautiful with the Angel of Independance and la Dona. I find them really...",I love that avenue!,50
716,This road shows how much Mexicans care about their history.  There are statues of their heroes across most of the 1 mile avenue that you can easily cover by feet or in a rental bicycle. This vibrant street is filled up with businesses all over...,An avenue where Mexico honors their heroes,50
717,"The imperial road that was planned for the daily comute of short-lived Maximilian Emperor, had a design from Chapultepec Castle to Central Square National Palace. It is now a days Paseo de la Reforma, an elegant  hub for Business and Finance, connecting the area of...",Paseo de la Reforma should not be missed from a trip to Mexico City,40
718,I did all the way down with the tourist bus and it was amazing! Really beautiful buildings and sculptures. Worth seeing when in Mexico. Also a good and safe place to stay.,Beautiful,50
719,This is the time to travel to Mexico City. The USD is strong and the history of the country is fascinating.,Part of Mexico's history.,50
720,Great place for shopping eating and gathering. Easy access from the subway and close to several world class sights. Several night clubs just off the avenue. Several boutique hotels as well. Sunday's the avenue closes for pedestrian use.,World class avenue,50
721,"Avenide de la Reforma, formerly named Emperor's Drive, is the most beautiful street in Mexico City (CDMX) it has many historical monuments like the Angel de la Independencia, that was erected on the 100th Anniversary of Mexico's Independence; and many more like the Cuauhtemoc Statue,...",The most beautiful avenue in Mexico City CDMX,50
722,On Sundays the area is closed to cars! Everyone rides bicycles in the streets there are vendors and families it was really nice they do rent bicycles nearby,Fun,50
723,"It's nice, be sure to pass by, but a picture from the castle in chapultepec is breath taking though. I went during the day, so flare wasnt there for me to see.",Good,30
724,This avenue is amazing to bike on on Sundays as the authorities shut it down for motorised vehicles.,Sunday biking,50
725,"A totally European avenue , very nice walk, the street art shows some of Mexican talented artists. their glorietas are symbolic, and will give you a glimpse of what this country has suffered and went through.",a European influence in the heart of Mexico,40
726,"If you do not know the city, and didn't have the time to inform yourself previous your arrival... this is the place to start. I do recommend to begin form the building known as Reforma 222 (a shopping center), there you will find like a...",Great Paseo.. the open door to visit the main-best areas in Mexico city,50
727,"We strolled down the paseo and enjoyed watching all sorts of people.
Families, couples and of course children and dogs.",People watching and great paseo,50
728,"Thanks to short-lived Emperor Maximilian in the 1860s, Paseo de la Reforma is Mexico's combination of Paris' Champs Elysee and Vienna's Ringstrasse, a broad, grand avenue that runs diagonally across the city and is lined with high-rise buildings, many designed by famous Mexican architects, and...",A must drive during a visit to Mexico City,50
729,"This road has so many sites of attraction either directly on it or within 1 mile of it. Around Angel of Independence (A major roundabout on this road and a nice photography spot), one can find many hotels to stay. This road is closed for...",Most important road for tourists in Mexico City,50
730,This is a very important monument in Mexico with mausoleums of the founders of the country. Right in the middle of an intersection and tricky to get to. Once you are able to get there you can see a very beautiful view of the surroundings.,Historical monument with beautiful statues surrounding it,30
731,Very safe to roam about. Very beatiful views and full of monuments and businesses to look at and enjoy. I always go there when I visit Mexico City.,Always a nice Mexican landmark,50
732,"It was a experience traveling through the area, you should avoid, but you can't , there are too many things to see and shops and just the place to be in Mexico City.",Traffic grande',50
733,This trip to Mexico City was personal leisure travel and I was in the mood to really take in this vibrant city with a calm and laid back trip. The Paseo de la Reforma is an excellent people watching area. There's a nearby Starbucks if...,Coffee and great walking,40
734,"The Reforma avenue is probably the most beautiful walk in the city. Yes, it is full of cars and noise, but the nice buildings, street art and the combination of old/modern buildings makes this area a place to visit..at night its stunning! 

It is full...",Nice walk in the city!,50
735,I stayed in a hotel near Paseo de la Reforma over New Years. The streets were closed down for live music and fireworks. There was a very strong police presence unlike anything I have ever seen. There were more police with machine guns than I...,Vibrant and Interesting ,40
736,"Walking down Reforma on Sundays is a great way to see the locals in action.  We stopped at the Independence Monument where Orozco and other revolutionaries are buried.  We watched a huge, outdoor zumba class that anyone can join, and stopped for coffee when we...",Take advantage of Sunday street closures!,40
737,"Great avenue, beautiful buldings. Nice restaurants around. Spent new year's eve there and it was crowded, but nice",Great avenue,40
738,"It's a refreshing walk. Go when there is sun outside so you can walk through the park in Chapultepec area enjoy the popup shops, the greenery and other museums in that area",Work trip,40
